path,emotion,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,lpc_0,lpc_1,lpc_2,lpc_3,lpc_4,lpc_5,lpc_6,lpc_7,lpc_8,lpc_9,lpc_10,lpc_11,lpc_12,formant_1,formant_2,formant_3
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-04-01-01-01-16.wav,sad,-656.62585,38.28498,1.5461181,9.0748,-8.6204195,-7.3891225,-15.3352785,-2.2196672,-5.290815,-7.444242,-4.770593,-0.0036471912,-8.127076,183.78903,56.362267,26.46836,21.37648,19.219341,16.883852,18.242453,7.4925146,9.536337,10.044319,6.390998,6.386913,8.913019,0.42302343,0.36571357,0.35021478,0.39160204,0.47928375,0.43804574,0.42771935,0.47276926,0.44722882,0.44974327,0.5471968,0.51682585,0.341161,0.3326346,0.3392756,0.34647462,0.4031815,0.3656558,0.35857487,0.3920088,0.37845507,0.36648968,0.38598055,0.3543181,1.0,-1.1469623,0.20350517,-0.4715189,0.6798844,-0.30967024,0.57166344,-0.61046726,0.14781466,-0.07827608,0.29286313,-0.17112498,-0.0013860968,1260.0719137580159,2519.189396071244,3456.27885148953
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-04-01-01-02-16.wav,sad,-654.60815,54.619663,3.060046,8.949588,-9.970477,-12.687472,-15.35486,-5.7100816,-3.9526272,-9.351509,-5.0917645,0.80347836,-7.800929,163.91933,54.58007,29.033222,21.162394,19.341978,19.975368,17.177174,9.622762,10.280856,11.274795,7.6028767,7.382343,9.760872,0.35382432,0.32882997,0.37785774,0.39986935,0.42804655,0.40321136,0.42186606,0.35419247,0.2889115,0.35276058,0.39455903,0.3631657,0.32527113,0.27806547,0.32365644,0.34694934,0.37868318,0.3259893,0.33593154,0.32879934,0.29077575,0.35045412,0.34910026,0.3493024,1.0,-1.054349,0.08221327,-0.21620928,0.55059975,-0.47402537,0.45105183,-0.46908966,0.15588163,0.13386971,0.25907362,-0.31716636,0.054191,887.286647680549,2252.403935899727,3837.120153530541
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-04-01-02-01-16.wav,sad,-669.6757,42.3965,2.2037582,9.226609,-2.5442567,-11.023959,-14.407341,-5.7291555,-1.9791739,-8.944309,-6.4586024,-0.434128,-7.4410777,193.59622,57.75067,32.78378,20.278614,16.812334,18.685467,20.362534,11.244003,7.840523,10.840705,7.4011955,5.4373693,9.61862,0.4229856,0.34747007,0.32350305,0.32123348,0.36826795,0.46435845,0.41413066,0.40771976,0.39580512,0.42491,0.4659302,0.4864885,0.3695955,0.35391307,0.3231674,0.32047552,0.33693367,0.38432804,0.3489304,0.36105686,0.35355964,0.3675837,0.38990664,0.37225404,1.0,-0.3831585,-0.71105224,-0.041351587,0.35768807,-0.033173665,0.08905033,-0.17718661,-0.0872934,-0.024358816,0.33807692,0.02292425,-0.06679986,774.2359576297664,2221.8494848946575,3516.727106136143
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-04-01-02-02-16.wav,sad,-679.7957,43.088097,5.884,10.074546,-3.8711832,-13.079404,-14.511474,-5.4902544,-4.7505946,-9.014863,-6.560615,-1.8202311,-6.708098,175.3713,61.492065,30.707077,19.373743,15.287294,20.249168,18.718597,10.181774,12.110723,10.597626,8.016512,6.9539437,7.9418545,0.29590705,0.26183406,0.27394998,0.24268354,0.25578284,0.3996291,0.3403816,0.3659685,0.38969237,0.3406932,0.36424008,0.36762074,0.34438393,0.33291823,0.33475548,0.28951818,0.30532986,0.42476237,0.33729175,0.36682484,0.3745216,0.34909403,0.37497947,0.3891816,1.0,-0.48550403,-0.6315068,-0.30685633,0.54546094,0.0066258498,0.30814442,-0.43593553,-0.07345588,0.092826664,0.29143465,-0.14500478,0.030695878,374.5557769164376,2634.9689696434543,3491.5177170945326
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-04-02-01-01-16.wav,sad,-593.86017,45.10752,-13.097842,13.272416,-9.479207,-17.238691,-24.453167,-9.536557,-1.6094321,-12.783021,-4.8209925,3.8676722,-12.61532,165.16399,54.18686,30.595442,22.846972,17.251923,18.305592,22.63869,11.883495,11.001924,14.77986,8.768021,11.959856,11.18314,0.5287181,0.4184272,0.28257194,0.2694767,0.2507101,0.29558223,0.28712246,0.3196372,0.29936287,0.3767275,0.46168646,0.50163627,0.39185923,0.36424863,0.29666367,0.30429485,0.25889656,0.3226193,0.2939057,0.3310909,0.29657745,0.31309298,0.36924043,0.36303306,1.0,-1.313037,0.36293876,-0.051914312,0.24609387,-0.33193758,0.43017036,-0.31236103,0.0098600425,0.04397048,0.2599636,-0.26704755,0.09879543,648.5928337197719,1701.4327052367182,3266.652120168924
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-04-02-01-02-16.wav,sad,-622.4979,42.942657,-6.010628,8.79875,-6.473143,-13.193683,-18.451576,-7.9262505,0.3809296,-10.765011,-8.281143,5.3984666,-9.9622,183.42915,56.93802,30.29827,20.722328,18.407131,18.52509,18.807928,12.265861,13.271075,11.821761,8.809457,11.182724,11.702928,0.46186584,0.36585012,0.30473322,0.23843512,0.22607769,0.24758779,0.25343797,0.2757034,0.29973784,0.433494,0.49882942,0.5150224,0.340504,0.32503974,0.3182947,0.27504534,0.26414016,0.2944793,0.2877768,0.296093,0.29652882,0.3637227,0.3868885,0.3818487,1.0,-0.80772,-0.26012853,-0.0523906,0.43557683,-0.18638934,0.11009804,-0.21746804,0.024951095,-0.004493385,0.2621656,-0.06537233,0.0019637346,591.3422432996942,1831.3319422663044,3052.584325803615
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-04-02-02-01-16.wav,sad,-607.52576,45.48171,-1.3925542,8.19391,-10.233915,-19.473074,-18.900085,-12.466662,-4.37734,-11.371509,-8.430667,0.07387698,-12.097695,175.76271,53.14795,41.24519,20.363571,22.557316,22.07359,21.402359,14.522732,11.740937,10.751579,10.422645,8.276829,11.528876,0.39976555,0.46629006,0.4462305,0.36901408,0.30933073,0.34384698,0.31726724,0.34822595,0.38613397,0.4978805,0.61625445,0.45225343,0.30609304,0.3433469,0.3260472,0.32300627,0.2739518,0.3159665,0.30405757,0.32541925,0.31569928,0.31204262,0.3746114,0.31568176,1.0,-0.8206531,-0.5898873,0.46554598,0.32460573,-0.5815658,0.5767418,-0.065488696,-0.2737493,0.020622004,0.2477699,-0.1900697,0.076564215,669.5245446124048,1641.06409338041,2916.132554677688
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-04-02-02-02-16.wav,sad,-580.3336,44.84092,-8.781911,9.45112,-8.653005,-22.744831,-21.446495,-4.676192,-2.6509216,-13.254268,-6.8373413,3.0095806,-8.622944,171.11554,62.63307,33.711113,22.302485,20.75049,21.448038,19.823359,12.570185,13.8696165,11.612393,8.314959,11.408573,10.1154,0.5657716,0.42784613,0.39303106,0.2963983,0.29404956,0.27391794,0.3396796,0.3670554,0.3993095,0.44128907,0.52344525,0.67002046,0.29507458,0.3172513,0.3247,0.28454188,0.32533443,0.26433215,0.29527724,0.29670385,0.3206574,0.33075774,0.32748458,0.33582225,1.0,-0.65009904,-0.5056391,0.20911707,0.20436712,-0.21654914,0.2521178,-0.32465437,0.07205736,0.14505342,0.16739015,-0.16128495,0.073455684,759.6670782401701,2213.8588765129034,3140.3905184348146
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-05-01-01-01-16.wav,angry,-501.5216,33.156708,-3.0735624,6.212813,-11.687865,-5.448013,-10.851123,-9.83812,0.61980265,-5.9175563,-3.684104,-0.2017521,-6.1103544,191.36559,51.589905,27.81109,27.514444,24.106539,20.911741,16.824898,15.429776,11.72776,13.477557,9.194242,8.217549,9.918854,0.3634211,0.29397586,0.27896497,0.26935503,0.36911258,0.43721354,0.3788196,0.339149,0.32402465,0.35759112,0.4088173,0.4009563,0.35012147,0.30905676,0.30833158,0.28246868,0.3493801,0.39990783,0.36244717,0.33710444,0.3264103,0.3327739,0.36169648,0.36650255,1.0,-1.2203177,0.525388,-0.24879508,0.03809464,-0.079780534,0.3782095,-0.36710706,0.24179704,-0.12710111,0.25607914,-0.3990882,0.25472465,673.5269188634264,2084.215525152108,3380.9794592240924
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-05-01-01-02-16.wav,angry,-476.3754,32.096592,-4.9131126,3.2521703,-11.452247,-6.020773,-7.380213,-14.197225,0.15286264,-6.585488,-6.081257,0.86751646,-6.0551944,173.34898,51.187164,29.849543,27.947182,24.02601,20.117033,14.996702,18.232193,8.726675,13.412312,8.968288,7.269152,8.6757555,0.4774382,0.37700817,0.32936442,0.3288075,0.33972278,0.42145556,0.44600794,0.42917106,0.47247583,0.56663984,0.5421218,0.5035004,0.3129121,0.2962189,0.27946064,0.28327754,0.30091348,0.34520397,0.34893978,0.31868264,0.28192866,0.3116723,0.33586815,0.33134666,1.0,-1.332477,0.5325662,0.10622877,-0.31123012,-0.066565014,0.6184961,-0.51755404,0.16959138,-0.012496252,0.13810572,-0.30161807,0.2315474,637.21421953573,1895.7025591638348,3172.326929268869
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-05-01-02-01-16.wav,angry,-531.35126,28.876137,-3.9090827,-1.2318199,-12.261796,-6.2293077,-13.821042,-13.465742,-4.1447515,-5.8244905,-8.274013,-2.0975652,-7.560026,207.7455,53.75687,33.98384,28.642849,28.428616,17.192469,18.362858,17.113865,9.62572,10.460755,10.069167,6.556149,10.123691,0.30669802,0.24071604,0.2750607,0.31732026,0.34345287,0.4864075,0.39176074,0.34584656,0.39118764,0.4347049,0.4473849,0.39535245,0.36013222,0.29563808,0.31510997,0.3168565,0.3022832,0.40146428,0.32283896,0.3136865,0.32612154,0.33743447,0.35932508,0.35527954,1.0,-1.0015785,0.19158286,0.13171811,-0.25755435,-0.15361595,0.6028372,-0.29054138,0.13229722,-0.1516355,0.0561534,-0.018073339,0.07017896,690.2426245657635,2019.078658404858,3286.5355066107045
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-05-01-02-02-16.wav,angry,-479.89304,29.851963,-3.1805782,6.6105123,-11.622428,-7.6342435,-13.475418,-13.492513,-1.654607,-6.89435,-7.8025885,0.9465009,-7.607823,203.79987,52.931362,30.914274,25.845795,29.044127,16.540289,17.71828,16.893564,12.277007,10.560018,10.44077,7.7604656,10.589798,0.39899373,0.33884627,0.3191509,0.37516642,0.41751742,0.4694063,0.46759534,0.43619996,0.4291156,0.4821778,0.45814762,0.38132542,0.3587037,0.3055865,0.2876364,0.32108355,0.3331344,0.3759877,0.33646068,0.32209718,0.31372327,0.35032576,0.3354714,0.29334792,1.0,-0.9763912,0.1185824,0.048146386,-0.031741306,-0.16203667,0.40825367,-0.0675123,-0.02104736,-0.20384066,0.2871368,-0.29713768,0.20652875,626.1697615356292,1887.6244253336733,3181.836910555156
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-05-02-01-01-16.wav,angry,-419.0517,26.59362,-7.873927,2.2775128,-17.331602,-6.614464,-9.631223,-12.984586,0.29043102,-8.322159,-4.3847775,-0.7940792,-7.4396563,174.26675,46.561172,31.075903,25.263494,28.561161,17.146559,14.882207,16.520262,9.390484,13.989159,9.76226,8.453835,10.526242,0.46331656,0.40691122,0.34788966,0.37106234,0.3679942,0.41485482,0.3433079,0.2949484,0.32518807,0.37564367,0.33779246,0.35247412,0.39199194,0.33110473,0.30313283,0.3518576,0.31075126,0.35656035,0.35013035,0.30732572,0.31174207,0.36039189,0.30801752,0.31627515,1.0,-1.2891513,0.6819685,-0.19331959,-0.1552707,0.06859222,0.3660015,-0.44458535,0.3801353,-0.18073907,0.1673062,-0.24065413,0.20177566,692.9096454665209,1957.8981723921002,3392.516718205306
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-05-02-01-02-16.wav,angry,-406.9072,19.893427,-17.531746,1.6764101,-18.276373,-7.3043895,-11.305352,-16.930761,2.2555144,-7.935564,-5.7076926,-1.829713,-8.229218,181.94336,41.02991,35.382965,23.449469,28.711618,20.601288,15.781977,20.988022,8.353758,13.301523,11.293607,9.996317,11.797818,0.40881416,0.37456816,0.33489725,0.36389217,0.3771665,0.4593691,0.4390111,0.37149408,0.35555136,0.39841625,0.36711878,0.37564388,0.3674287,0.3196298,0.29906526,0.31867033,0.306174,0.3585365,0.3346085,0.34397504,0.3059598,0.33237773,0.32174298,0.3366428,1.0,-1.483112,0.9771667,-0.33591112,-0.076655075,0.08358658,0.5102993,-0.5365011,0.34758762,-0.2100138,0.061522454,-0.121792525,0.2053107,749.1520490285626,1816.0181973235347,3104.7348895888003
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-05-02-02-01-16.wav,angry,-426.7707,17.514494,-16.250145,3.5370355,-17.88578,-4.9063,-10.740416,-18.151072,3.355699,-9.175204,-6.359703,-3.974636,-8.474584,208.0614,45.12244,40.313038,26.017992,33.050854,13.886918,15.589489,22.288984,10.8763685,11.819111,10.518905,9.511567,11.867216,0.38805506,0.35468498,0.3697103,0.38981068,0.4480564,0.5314015,0.47773853,0.45371625,0.47581667,0.50944155,0.42767835,0.38343185,0.3301829,0.30297416,0.3167415,0.32914072,0.34123367,0.38626996,0.34710062,0.35251883,0.33984435,0.37188393,0.35757354,0.33977702,1.0,-1.5029368,1.2870263,-0.6673215,-0.13637006,0.34909675,0.25745377,-0.5507793,0.62377274,-0.48754677,0.17909779,-0.113899484,0.13384196,718.9362630208801,1987.8692724073132,3168.6699051426153
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-05-02-02-02-16.wav,angry,-434.76813,20.933638,-12.48687,2.0135963,-16.398481,-6.0747514,-9.217837,-16.240541,3.9080794,-8.384557,-4.0420094,-1.3969247,-8.716842,178.21066,51.874966,35.19408,24.709763,30.67709,14.753868,15.506343,20.33867,9.340018,12.885545,8.882406,7.637856,11.446551,0.39352074,0.3989481,0.380622,0.36216283,0.34046674,0.3977241,0.45913428,0.40803522,0.47590873,0.50232226,0.4210401,0.37577897,0.33598423,0.3181618,0.30124575,0.33711395,0.33450425,0.3514038,0.37492874,0.33058134,0.33660468,0.34370843,0.3070609,0.31206962,1.0,-1.2510984,0.6753522,-0.08068741,-0.49472892,0.3819824,0.21838783,-0.31511688,0.24595846,-0.18126005,0.14826578,-0.21300733,0.24338032,671.4610663634909,1828.0477799491327,3093.124514879391
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-06-01-01-01-16.wav,fearful,-560.24744,37.7375,-8.920003,8.151441,-9.461376,-9.678536,-14.973274,-11.836957,-0.57870346,-10.884714,-10.625427,6.5093656,-6.005273,172.74963,50.701855,23.87782,20.487547,19.941996,19.700539,16.721512,14.502468,12.3574705,12.324321,10.228377,9.741713,10.292158,0.45377642,0.3531783,0.35676944,0.31627253,0.33697677,0.3679604,0.35910764,0.39960682,0.4418495,0.5121423,0.50299686,0.51113886,0.33369297,0.30456245,0.33253798,0.30559385,0.32546186,0.33902302,0.32756326,0.34023818,0.36323354,0.40232432,0.38520607,0.356594,1.0,-1.3582681,0.46750474,-0.110791616,0.15884073,-0.12875277,0.3413684,-0.32100096,0.13860099,-0.21002024,0.33770078,-0.23009014,0.080673836,788.0921825430958,2098.4433403571356,3329.657520405077
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-06-01-01-02-16.wav,fearful,-596.56464,34.526848,-0.706635,7.9300528,-5.6345043,-5.225126,-14.658487,-8.241014,-0.54999775,-7.7851553,-8.525215,4.2320356,-6.142486,184.95734,55.520878,26.719122,19.292503,15.929429,16.319578,17.505114,11.974582,11.528005,9.561228,9.959192,8.43986,8.66083,0.42258883,0.3208591,0.31706923,0.24676247,0.21444243,0.27267772,0.2659314,0.28956243,0.32039744,0.38965613,0.39317676,0.36570245,0.41437647,0.3089965,0.34826958,0.28388917,0.273402,0.33062568,0.30235752,0.30548796,0.3191293,0.36442262,0.372645,0.34680912,1.0,-1.0154341,-0.11114952,-0.058369137,0.23148559,0.0049973987,0.35718042,-0.18572848,-0.15159293,-0.14058262,0.32926476,-0.24052143,0.11656108,929.7305564494953,2175.8016437690258,3526.170255437779
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-06-01-02-01-16.wav,fearful,-573.015,34.08805,-1.0414724,9.960966,-6.717668,-12.566091,-16.160759,-5.766074,-0.7509898,-9.257989,-5.1905894,2.7618818,-7.3940024,159.53082,57.549652,25.270916,21.936235,18.862438,17.865618,16.704227,11.412531,15.389683,9.47345,7.737092,10.262086,9.981561,0.5297574,0.3965178,0.38932407,0.40476435,0.33774948,0.3242896,0.37293848,0.37993836,0.4639217,0.5510392,0.5642325,0.5747365,0.35143313,0.30089727,0.33202317,0.3581236,0.31100133,0.29856408,0.3244151,0.31971413,0.3313062,0.34146222,0.34893972,0.33628044,1.0,-0.74435276,-0.42869258,-0.036268365,0.40578806,-0.21515912,0.33599252,-0.23550947,0.005033845,0.083472155,0.13575265,-0.1861325,0.050421383,794.118637728952,2023.3039202222108,3427.7772976115093
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-06-01-02-02-16.wav,fearful,-537.10754,31.773916,-6.6574163,4.689349,-7.5019617,-13.550467,-18.001892,-11.677671,-0.38591632,-11.679219,-9.066689,2.2587452,-9.693497,159.49512,55.592857,26.493216,22.30894,18.845827,19.927809,18.509415,13.763308,13.361464,12.131145,10.198027,11.236545,10.950554,0.33290315,0.3052836,0.3124938,0.26222792,0.292417,0.31296134,0.30089167,0.33479497,0.41485402,0.48031375,0.42715332,0.37847355,0.3188861,0.2969591,0.33129922,0.27793783,0.3147569,0.32004917,0.3162286,0.30975363,0.36721703,0.40460265,0.3663657,0.3566967,1.0,-0.79630715,-0.42274642,0.2705753,0.025587315,-0.1461192,0.22596045,-0.07237367,-0.06408406,0.14426105,0.14491746,-0.27941948,0.15194048,586.7098842313443,1943.1149601691056,3327.113081792924
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-06-02-01-01-16.wav,fearful,-394.96106,15.968745,-24.84153,1.4849118,-17.897217,-14.834523,-19.070547,-13.555293,-2.0487914,-15.228894,-10.00727,8.64151,-3.3858716,174.30809,37.027725,30.917707,22.85955,22.056744,19.6602,18.629408,15.240618,15.386484,15.037847,10.717266,14.931715,12.1764345,0.40013108,0.24461524,0.21136537,0.29230133,0.2481527,0.26473767,0.26829937,0.3408831,0.42055628,0.44041845,0.48965016,0.5148952,0.35597715,0.2748702,0.2562587,0.33573583,0.26640233,0.29694805,0.2793553,0.29404882,0.32369852,0.35234568,0.36525,0.383689,1.0,-1.4924262,0.77255344,-0.20154926,0.19843657,-0.3627505,0.59931177,-0.45208475,0.17337282,-0.14865902,0.3541177,-0.4292953,0.23984064,720.5581937854474,1995.4951798330835,2994.160670306046
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-06-02-01-02-16.wav,fearful,-383.16092,9.616654,-26.411325,2.8417842,-18.114859,-16.38389,-16.465372,-11.524459,-1.4635686,-13.589203,-3.0113232,11.83618,-0.025950244,160.93024,31.637218,32.506668,23.72358,22.702902,22.868914,19.44779,15.628093,14.702787,13.842508,13.051528,17.645939,17.025536,0.53927535,0.4291852,0.34011498,0.22946396,0.19595738,0.26792237,0.32841972,0.38426077,0.44890442,0.49771374,0.53664243,0.5371209,0.36812505,0.3395054,0.3228283,0.24429226,0.22555569,0.24837181,0.26766255,0.27593178,0.30158696,0.3181206,0.33757237,0.34727985,1.0,-1.6590122,0.9408319,-0.12054907,0.04032564,-0.23780814,0.45038414,-0.4036047,0.09858178,0.0191851,0.34472173,-0.51363736,0.28731126,745.7993611517364,1953.3247764591783,3194.833119636261
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-06-02-02-01-16.wav,fearful,-391.21738,9.81195,-28.919085,1.7136786,-19.493797,-16.136774,-18.348228,-18.454475,0.6538005,-15.236876,-8.2499695,9.841159,-1.0702772,156.65945,38.3852,40.688843,29.760014,27.097473,20.410154,17.035185,18.7432,14.445146,14.486668,13.167364,16.002506,15.649037,0.44217572,0.3377311,0.30384046,0.31985322,0.3024068,0.32652864,0.366671,0.40038285,0.46504024,0.5704759,0.533221,0.52978516,0.34219038,0.30167863,0.30615574,0.3353404,0.30039886,0.3106607,0.31569514,0.3057403,0.2935425,0.3314914,0.3123102,0.35389152,1.0,-1.4732599,0.6044128,0.41353962,-0.65468085,0.09736341,0.6697074,-0.6364006,0.08590327,0.16558757,0.11840002,-0.3374175,0.2420449,691.310431581828,1838.9852841703082,3020.0002928243757
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-06-02-02-02-16.wav,fearful,-389.5386,16.163837,-27.250164,0.9456482,-17.79625,-15.842855,-18.577023,-14.653394,0.93883896,-12.289187,-6.9259887,11.1688595,-0.37941325,188.50037,39.550808,37.127926,26.861242,24.070007,22.930664,18.432478,15.553852,15.458561,12.380262,12.24733,16.480103,14.09391,0.46236864,0.3509788,0.25859106,0.23430368,0.23460078,0.2745118,0.3090046,0.37522402,0.4335912,0.48802248,0.506092,0.5360804,0.34207278,0.31437454,0.27757746,0.28442687,0.27807552,0.31084818,0.3180246,0.33237478,0.2967236,0.327697,0.33160728,0.34527454,1.0,-1.2952025,0.4294852,0.34092563,-0.279813,-0.2369013,0.5630005,-0.28676355,-0.1108703,0.09377758,0.29368266,-0.36935073,0.23607005,652.468378438004,1786.5022668126494,3063.3525514211706
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-07-01-01-01-16.wav,disgust,-607.0788,42.888134,1.3565217,5.776274,-6.647462,-4.0646663,-15.003208,-7.820253,-1.6505622,-4.624487,-7.123778,3.4912174,-8.486276,196.38792,59.58578,26.675283,22.082605,19.798878,17.481522,18.345875,13.847524,11.280517,10.829929,8.161659,7.4833345,10.171019,0.40568316,0.3172014,0.28812715,0.2762997,0.3185084,0.37996092,0.34864065,0.41371003,0.38087016,0.33266395,0.34382474,0.41993737,0.35741383,0.2939976,0.2933906,0.26654068,0.30282503,0.34023014,0.29795933,0.34986955,0.33662337,0.31895736,0.3197318,0.37980756,1.0,-0.6163986,-0.20883474,-0.36085153,0.17735805,-0.0619366,0.3731674,-0.043432027,-0.061360657,-0.20199014,0.23744625,-0.12090288,0.12690718,825.4272898118207,2102.844920445629,3394.783332473957
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-07-01-01-02-16.wav,disgust,-593.0765,48.266277,-1.8611153,2.7331119,-8.278437,-4.0300093,-17.77571,-7.063535,-0.7201631,-6.7409177,-7.5155573,1.1634467,-6.6369896,195.39073,60.012325,25.712225,23.304363,20.878744,20.509956,18.13899,12.9795,11.992978,11.4021,9.328112,8.065045,9.896324,0.40351197,0.33213305,0.31296512,0.28240266,0.34416518,0.4491364,0.4307076,0.44298473,0.40420398,0.36747894,0.38056558,0.4019771,0.3447797,0.3019224,0.3095915,0.2799806,0.3167215,0.37941217,0.3551433,0.36773095,0.35880148,0.33571053,0.33472812,0.35506222,1.0,-0.7160785,-0.20947027,-0.28312108,0.13403347,0.14615373,0.32004923,-0.112274885,-0.12468132,-0.1372626,0.21746457,-0.07873532,0.046042453,810.9792278808419,2144.415179231941,3767.449844133156
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-07-01-02-01-16.wav,disgust,-618.9623,39.490234,1.5564052,7.322938,-11.35545,-13.880305,-11.490223,-5.489826,-8.431822,-5.6359286,-5.668808,-4.2307453,-4.3592305,188.64497,64.78416,24.66987,26.57597,21.30652,20.6171,16.7367,9.757314,10.9835615,10.15433,8.351004,9.276328,6.370235,0.43926603,0.3962975,0.3563804,0.38563985,0.38883355,0.47809756,0.50600094,0.43264815,0.38235888,0.43183115,0.41486982,0.3613213,0.3788284,0.3286976,0.33541206,0.3541311,0.3135486,0.38138187,0.37528157,0.3627192,0.33196747,0.36932132,0.3626406,0.3374982,1.0,-0.503665,-0.3263191,-0.18921174,0.29397103,-0.22831413,0.11730913,-0.28043017,0.1971193,0.16044971,0.19069113,-0.2975732,0.15665203,500.6501383212056,2306.3555673999585,3298.18047939134
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-07-01-02-02-16.wav,disgust,-575.17883,44.96692,0.91164523,8.078912,-5.5752673,-10.652786,-12.046893,-6.2320046,-2.6994083,-6.7724123,-4.551664,-1.2774012,-4.895519,183.13469,67.70005,33.582546,24.778616,23.77871,16.006353,15.454735,13.021331,10.19276,9.370392,8.355569,7.93986,9.979974,0.4000543,0.370143,0.37397364,0.33204156,0.31333596,0.32821372,0.35777497,0.47108158,0.47220832,0.430432,0.37419945,0.3941558,0.31871822,0.31300548,0.33800706,0.3085815,0.27989802,0.27976835,0.29967085,0.3487787,0.3771533,0.37154728,0.30470863,0.33093855,1.0,-0.62702477,-0.42868662,-0.069489785,0.34918725,-0.05085291,0.083385885,-0.22264998,0.2569945,-0.061446987,0.112515904,-0.16662996,0.07139852,791.4882820105094,1983.706398973422,3243.4772664358775
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_16\03-01-07-02-01-01-16.wav,disgust,-574.7327,45.081734,1.4408036,5.5079026,-9.564056,-10.478389,-18.349216,-9.530474,1.217284,-8.794844,-8.585271,-0.024622105,-8.393781,172.41518,58.56637,28.144838,28.124632,21.687057,18.298252,18.53883,12.959472,13.389799,14.346186,9.528461,8.54869,10.723776,0.39079964,0.36356083,0.41542137,0.40027544,0.42287782,0.5268687,0.52321625,0.6049233,0.612467,0.5880814,0.48318294,0.40690863,0.3211865,0.27747506,0.32215616,0.31147844,0.2851254,0.33239794,0.27309984,0.3041859,0.31667688,0.34909573,0.32891518,0.32198647,1.0,-0.9316208,0.12609044,-0.16444768,0.031918388,-0.096778825,0.27695188,-0.28812033,0.20261133,-0.18912044,0.24914728,-0.10130314,0.07953735,650.8070400227958,2366.2576743604054,3763.0367948078833
